MainTopic,SubTopic,Book,Chapter,Verse
Wisdom,Instruction,Proverbs,1,2
Wisdom,Instruction,Proverbs,1,3
Wisdom,Instruction,Proverbs,1,7
Wisdom,Instruction,Proverbs,1,8
