MainTopic,SubTopic,Book,Chapter,Verse,Verses

Other Locations,Cush,Genesis,,,"2:13"

Other Locations,"Garden of Eden",Genesis,,,"2:8-10; 2:15; 2:17; 3:1-3; 3:8; 3:10; 3:23-24; 4:16"

Other Locations,Havilah,Genesis,,,"2:11-12"

Other Locations,Nod,Genesis,,,"4:16"
