MainTopic,SubTopic,Book,Chapter,Verse,Verses

Rivers,Euphrates,Genesis,,,"2:14"

Rivers,Gihon,Genesis,,,"2:13"

Rivers,Hiddekel,Genesis,,,"2:14"

Rivers,Pishon,Genesis,,,"2:11-12"

Rivers,Peace,Ezra,,,"4:17"
